# timeInterval, linkID, cellName, groupID, groupSizeOnLink 
1, 10, C2, 1, 1.0014337667119437
1, 10, C2, 0, 1.0014337667119437
1, 0, C1, 1, 8.998566233288056
1, 0, C1, 0, 8.998566233288056
2, 28, C4, 1, 0.3310148904548034
2, 28, C4, 0, 0.3310148904548034
2, 22, C4, 1, 0.3310148904548034
2, 22, C4, 0, 0.3310148904548034
2, 20, C4, 1, 0.3310148904548034
2, 20, C4, 0, 0.3310148904548034
2, 11, C2, 1, 1.0481820580346292E-7
2, 11, C2, 0, 1.0481820580346292E-7
2, 10, C2, 1, 1.0098227572412715
2, 10, C2, 0, 1.0098227572412715
2, 0, C1, 1, 7.997132466576112
2, 0, C1, 0, 7.997132466576112
3, 207, C14, 1, 0.1641842509635906
3, 203, C14, 1, 0.1641842509635906
3, 38, C6, 0, 0.07740010857678094
3, 36, C6, 0, 0.07740010857678094
3, 29, C4, 1, 5.229087038656728E-8
3, 29, C4, 0, 1.0458172415301892E-7
3, 28, C4, 1, 1.0036121159379365
3, 28, C4, 0, 0.0026463364550540296
3, 27, C4, 1, 1.0657723477749402E-10
3, 27, C4, 0, 0.32836844974290463
3, 26, C4, 1, 0.32836844931659576
3, 26, C4, 0, 7.105149363086835E-11
3, 25, C4, 1, 4.7229917451047966E-4
3, 25, C4, 0, 0.07740010857678094
3, 24, C4, 0, 0.10945617313099838
3, 23, C4, 1, 1.0458172401724426E-7
3, 23, C4, 0, 3.486058211193446E-8
3, 22, C4, 1, 0.002646336779933591
3, 22, C4, 0, 0.5031292261965207
3, 21, C4, 1, 0.23172805120691198
3, 21, C4, 0, 2.465107963608652E-8
3, 20, C4, 1, 0.09881454007338096
3, 20, C4, 0, 0.5992974301397269
3, 18, C3, 1, 2.1315443540377877E-10
3, 18, C3, 0, 0.10945617313099838
3, 15, C3, 1, 2.1315443540377877E-10
3, 15, C3, 0, 0.10945617313099838
3, 11, C2, 1, 1.0035069796089869E-13
3, 11, C2, 0, 5.017534899673708E-14
3, 10, C2, 1, 2.0076507497465617
3, 10, C2, 0, 0.008857614674665996
3, 0, C1, 1, 5.9983387973007325
3, 0, C1, 0, 7.997131828685129
4, 207, C14, 1, 0.5730475036432768
4, 206, C14, 1, 1.9644673443296357E-8
4, 205, C14, 1, 0.054728077106305464
4, 204, C14, 1, 0.038700047591105464
4, 203, C14, 1, 0.6985316931243586
4, 202, C14, 1, 1.3891403414202962E-8
4, 200, C13, 1, 0.054728077106305464
4, 199, C13, 1, 0.054728077106305464
4, 50, C8, 0, 0.018244063409848136
4, 48, C8, 0, 0.018244063409848136
4, 41, C6, 0, 0.018244063409848136
4, 40, C6, 0, 0.025800033105281613
4, 39, C6, 0, 9.260936104059371E-9
4, 38, C6, 0, 0.24726360787536966
4, 37, C6, 0, 6.548716617050516E-9
4, 36, C6, 0, 0.2699315196738896
4, 34, C5, 0, 0.025800033105281613
4, 33, C5, 0, 0.025800033105281613
4, 32, C5, 0, 0.05472807672212645
4, 30, C5, 0, 0.05472807672212645
4, 29, C4, 1, 2.3106915751689617E-14
4, 29, C4, 0, 2.756955938045533E-10
4, 28, C4, 1, 2.215018291669099
4, 28, C4, 0, 1.921184706689409E-4
4, 27, C4, 0, 0.11547964353232335
4, 26, C4, 1, 0.11591765488382316
4, 25, C4, 1, 1.1995512251802937E-4
4, 25, C4, 0, 0.005619174117910921
4, 24, C4, 0, 0.007946558890387598
4, 23, C4, 1, 2.756956224162299E-10
4, 23, C4, 0, 1.8814765954082626E-14
4, 22, C4, 1, 1.921188121439456E-4
4, 22, C4, 0, 0.04091641847335388
4, 21, C4, 1, 0.14447811037526723
4, 21, C4, 0, 7.923792284820284E-15
4, 20, C4, 1, 0.03401226725052389
4, 20, C4, 0, 0.21067037625994128
4, 19, C3, 1, 2.1315435889190414E-10
4, 19, C3, 0, 1.9644673305396518E-8
4, 18, C3, 0, 0.7537268768197217
4, 17, C3, 0, 4.207217708236034E-11
4, 16, C3, 0, 0.10945613384165881
4, 11, C2, 1, 7.04542512950396E-14
4, 11, C2, 0, 1.554196142652629E-16
4, 10, C2, 1, 1.7342828642641126
4, 10, C2, 0, 1.970814145483279E-4
4, 0, C1, 1, 4.281515069547623
4, 0, C1, 0, 7.997011775759617
5, 207, C14, 1, 3.629744525172337E-4
5, 206, C14, 1, 1.466991351204641E-11
5, 205, C14, 1, 0.3604085188592827
5, 204, C14, 1, 2.455830645487186E-5
5, 203, C14, 1, 2.890360992354635
5, 199, C13, 1, 0.30568045158984974
5, 198, C13, 1, 9.822334955007164E-9
5, 197, C13, 1, 0.05472805746163907
5, 196, C13, 1, 2.103608490530599E-11
5, 189, C17, 1, 0.02736403363146721
5, 185, C17, 1, 0.02736403363146721
5, 64, C10, 0, 0.0032252460537116907
