cellName,startTime,endTime,percentage
C58271763582718560,0,0,0
C58271763582718561,0,0,0
C58271763582718562,0,0,0
C58271763582718563,0,0,0
C58271763582718564,0,0,0
C58271763582718565,0,0,0
C58271763582718566,0,0,0
C58271763582718567,0,0,0
C58271763582718568,0,0,0
C58271763582718569,0,0,0
C5827176318386516420,0,0,0
C5827176318386516421,0,0,0
C5827176318386516422,0,0,0
C191697721619169649850,0,0,0
C191697721619169649851,0,0,0
C19169772164594298840,0,0,0
C19169772164594298841,0,0,0
C19169772164594298842,0,0,0
C19169772164594298843,0,0,0
C19169772164594298844,0,0,0
C19169772164594298845,0,0,0
C191697721619169805230,0,0,0
C191697721619169805231,0,0,0
C191697721619169805232,0,0,0
C191697721619169805233,0,0,0
C191697721619169805234,0,0,0
C191697721619169805235,0,0,0
C582718564594298840,0,0,0
C582718564594298841,0,0,0
C582718564594298842,0,0,0
C582718564594298843,0,0,0
C582718564594298844,0,0,0
C582718564594298845,0,0,0
C582718564594298846,0,0,0
C582718564594298847,0,0,0
C582718564594298848,0,0,0
C582718564594298849,0,0,0
C5827185645942988410,0,0,0
C5827185645942988411,0,0,0
C5827185645942988412,0,0,0
C5827185645942988413,0,0,0
C186088971216097832840,0,0,0
C186088971216097832841,0,0,0
C186088971216097832842,0,0,0
C186088971216097832843,0,0,0
C186088971216097832844,0,0,0
C186088971216097832845,0,0,0
C186088971216097832846,0,0,0
C186088971218608413040,0,0,0
C186088971218608413041,0,0,0
C186088971218608413042,0,0,0
C186088971218608413043,0,0,0
C186088971218608413044,0,0,0
C186088971218608413045,0,0,0
C186088971218608413046,0,0,0
C186088971218608413047,0,0,0
C186088971218608413048,0,0,0
C186088971218608413049,0,0,0
C1860889712186084130410,0,0,0
C1860889712186084130411,0,0,0
C186088971216097668250,0,0,0
C186088971216097668251,0,0,0
C186088971216097668252,0,0,0
C186088971216097668253,0,0,0
C186088971216097668254,0,0,0
C186088971216097668255,0,0,0
C186088971216097668256,0,0,0
C186088971216097668257,0,0,0
C186088971216097668258,0,0,0
C186088971216097668259,0,0,0
C1860889712160976682510,0,0,0
C1860889712160976682511,0,0,0
C1860889712160976682512,0,0,0
C1860889712160976682513,0,0,0
C1860889712160976682514,0,0,0
C1860889712160976682515,0,0,0
C1860889712160976682516,0,0,0
C1860889712160976682517,0,0,0
C1860889712160976682518,0,0,0
C1860889712160976682519,0,0,0
C1860889712160976682520,0,0,0
C1860889712160976682521,0,0,0
C1860889712160976682522,0,0,0
C1860889712160976682523,0,0,0
C1860889712160976682524,0,0,0
C1860889712160976682525,0,0,0
C1860889712160976682526,0,0,0
C1860889712160976682527,0,0,0
C29266038287828230,0,0,0
C29266038287828231,0,0,0
C29266038287828232,0,0,0
C29266038287828233,0,0,0
C2926603818594013860,0,0,0
C2926603818594013861,0,0,0
C2926603818594013862,0,0,0
C2926603818594013863,0,0,0
C2926603818594013864,0,0,0
C2926603818594013865,0,0,0
C29266038292660840,0,0,0
C29266038292660841,0,0,0
C29266038292660842,0,0,0
C29266038292660843,0,0,0
C29266038292660844,0,0,0
C29266038292660845,0,0,0
C29266038292660846,0,0,0
C29266038292660847,0,0,0
C29266038292660848,0,0,0
C29266038292660849,0,0,0
C2926603818352034850,0,0,0
C2926603818352034851,0,0,0
C2926603818352034852,0,0,0
C2926603818352034853,0,0,0
C2926603818352034854,0,0,0
C2926603818352034855,0,0,0
C2926603818352034856,0,0,0
C2926603818352034857,0,0,0
C2926603818352034858,0,0,0
C2926603818352034859,0,0,0
C29266038183520348510,0,0,0
C29266038183520348511,0,0,0
C29266038183520348512,0,0,0
C29266038183520348513,0,0,0
C29266038183520348514,0,0,0
C29266038183520348515,0,0,0
C29266038183520348516,0,0,0
C191696498518594013580,0,0,0
C292660412493609330,0,0,0
C292660412493609331,0,0,0
C292660412493609332,0,0,0
C292660412493609333,0,0,0
C29266041281859440,0,0,0
C29266041281859441,0,0,0
C29266041281859442,0,0,0
C29266041281859443,0,0,0
C2926604120392096320,0,0,0
C2926604120392096321,0,0,0
C3198435488287830700,0,0,0
C3198435488287830701,0,0,0
C3198435488287830702,0,0,0
C3198435488287830703,0,0,0
C3198435488287830704,0,0,0
C319843548823058907500,0,0,0
C319843548823058907501,0,0,0
C319843548823058907502,0,0,0
C319843548823058907503,0,0,0
C319843548823058907504,0,0,0
C319843548823058907505,0,0,0
C319843548823058907506,0,0,0
C319843548823058907507,0,0,0
C319843548823058907508,0,0,0
C319843548823058907509,0,0,0
C3198435488230589075010,0,0,0
C3198435488230589075011,0,0,0
C3198435488230589075012,0,0,0
C3198435488230589075013,0,0,0
C3198435488287828200,0,0,0
C3198435488287828201,0,0,0
C3198435488287828202,0,0,0
C3198435488287828203,0,0,0
C3198435488287828204,0,0,0
C3198435488287828205,0,0,0
C3198435488287828206,0,0,0
C3198435488287828207,0,0,0
C3198435488287828208,0,0,0
C3198435488287828209,0,0,0
C31984354882878282010,0,0,0
C31984354882878282011,0,0,0
C31984354882878282012,0,0,0
C31984354882878282013,0,0,0
C31984354882878282014,0,0,0
C31984354882878282015,0,0,0
C18337732199943574300,0,0,0
C18337732199943574301,0,0,0
C18337732199943574302,0,0,0
C18337732199943574303,0,0,0
C18337732199943574304,0,0,0
C18337732199943574305,0,0,0
C18337732199943574306,0,0,0
C18337732199943574307,0,0,0
C18337732199943574308,0,0,0
C18337732199943574309,0,0,0
C183377321999435743010,0,0,0
C183377321999435743011,0,0,0
C183377321999435743012,0,0,0
C183377321999435743013,0,0,0
C183377321999435743014,0,0,0
C183377321926106600810,0,0,0
C183377321926106600811,0,0,0
C183377321926106600812,0,0,0
C183377321926106600813,0,0,0
C183377321926106600814,0,0,0
C183377321926106600815,0,0,0
C29266084287828200,0,0,0
C29266084287828201,0,0,0
C29266084287828202,0,0,0
C29266084287828203,0,0,0
C2926608418352034930,0,0,0
C2926608418352034931,0,0,0
C229906960422990696120,0,0,0
C229906960422990696121,0,0,0
C229906960422990696122,0,0,0
C2299069604281871500,0,0,0
C2299069604281871501,0,0,0
C2299069604281871502,0,0,0
C2299069604281871503,0,0,0
C229906960422990696100,0,0,0
C229906960422990696101,0,0,0
C229906960422990696102,0,0,0
C229906960422990696103,0,0,0
C229906960422990696104,0,0,0
C229906960422990696105,0,0,0
C229906960422990696106,0,0,0
C229906960422990696107,0,0,0
C229906960422990696108,0,0,0
C229906960818337583670,0,0,0
C229906960818337583671,0,0,0
C229906960818337583672,0,0,0
C2299069608281859370,0,0,0
C2299069608281859371,0,0,0
C2299069608281859372,0,0,0
C2299069608281859373,0,0,0
C2299069608281859374,0,0,0
C2299069608281859375,0,0,0
C2299069608281859376,0,0,0
C2299069608281859377,0,0,0
C2299069608281859378,0,0,0
C2299069608281859379,0,0,0
C22990696082818593710,0,0,0
C22990696082818593711,0,0,0
C22990696082818593712,0,0,0
C22990696082818593713,0,0,0
C22990696082818593714,0,0,0
C22990696082818593715,0,0,0
C22990696082818593716,0,0,0
C22990696082818593717,0,0,0
C229906960822990696100,0,0,0
C229906960822990696101,0,0,0
C229906960822990696102,0,0,0
C229906961022990696120,0,0,0
C229906961022990696121,0,0,0
C229906961022990696122,0,0,0
C229906961022990696123,0,0,0
C229906961022990696124,0,0,0
C229906961022990696125,0,0,0
C2299069612282762660,0,0,0
C2299069612282762661,0,0,0
C2299069612282762662,0,0,0
C2299069612282762663,0,0,0
C2299069612282762664,0,0,0
C2299069612282762665,0,0,0
C2299069612282762666,0,0,0
C2299069612282762667,0,0,0
C2299069612282762668,0,0,0
C2299069612282762669,0,0,0
C22990696122827626610,0,0,0
C22990696122827626611,0,0,0
C22990696122827626612,0,0,0
C22990696122827626613,0,0,0
C22990696122827626614,0,0,0
C22990696122827626615,0,0,0
C22990696122827626616,0,0,0
C22990696122827626617,0,0,0
C99435743026202855610,0,0,0
C99435743026202855611,0,0,0
C99435743026202855612,0,0,0
C99435743026202855613,0,0,0
C99435743026202855614,0,0,0
C99435743026202855615,0,0,0
C99435743026202855616,0,0,0
C99435743018647608570,0,0,0
C99435743018647608571,0,0,0
C99435743018647608572,0,0,0
C99435743018647608573,0,0,0
C99435743018647608574,0,0,0
C99435743018647608575,0,0,0
C99435743018647608576,0,0,0
C99435743018647608577,0,0,0
C99435743018647608578,0,0,0
C99435743018647608579,0,0,0
C994357430186476085710,0,0,0
C28782793287827940,0,0,0
C28782793287827941,0,0,0
C28782793287827942,0,0,0
C28782793287830700,0,0,0
C28782793287830701,0,0,0
C28782793287830702,0,0,0
C28782793287830703,0,0,0
C28782793287830704,0,0,0
C28782793287830705,0,0,0
C28782793287830706,0,0,0
C28782793287830707,0,0,0
C28782793287830708,0,0,0
C28782793287830709,0,0,0
C287827932878307010,0,0,0
C287827932878307011,0,0,0
C287827932878307012,0,0,0
C287827932878307013,0,0,0
C287827932878307014,0,0,0
C287827932878307015,0,0,0
C287827932878307016,0,0,0
C287827932878307017,0,0,0
C287827932878307018,0,0,0
C287827932878307019,0,0,0
C2878279318339439350,0,0,0
C28782794287828230,0,0,0
C28782794287828231,0,0,0
C28782794287828232,0,0,0
C28782794287828233,0,0,0
C28782794287828234,0,0,0
C28782794287828235,0,0,0
C28782794287828236,0,0,0
C28782794287828237,0,0,0
C28782794287828238,0,0,0
C28782794287828239,0,0,0
C287827942878282310,0,0,0
C287827942878282311,0,0,0
C287827942878282312,0,0,0
C287827942878282313,0,0,0
C287827942878282314,0,0,0
C287827942878282315,0,0,0
C287827942878282316,0,0,0
C287827942878282317,0,0,0
C287827942878282318,0,0,0
C287827942878282319,0,0,0
C287827942878282320,0,0,0
C2878280918594013900,0,0,0
C2878280918594013901,0,0,0
C2878280918594013902,0,0,0
C2878280918594013903,0,0,0
C2878280918594013904,0,0,0
C2878280918594013905,0,0,0
C2878280918594013906,0,0,0
C287828093786481800,0,0,0
C287828093786481801,0,0,0
C287828093786481802,0,0,0
C287828093786481803,0,0,0
C287828093786481804,0,0,0
C287828093786481805,0,0,0
C28782809287828180,0,0,0
C28782809287828181,0,0,0
C28782809287828182,0,0,0
C28782809287828183,0,0,0
C28782809287828184,0,0,0
C28782809287828185,0,0,0
C28782809287828186,0,0,0
C28782809287828187,0,0,0
C28782809287828188,0,0,0
C2878281318386516420,0,0,0
C2878281318386516421,0,0,0
C2878281318386516422,0,0,0
C2878281318386516423,0,0,0
C2878281318386516424,0,0,0
C2878281318386516425,0,0,0
C2878281318386516426,0,0,0
C2878281318386516427,0,0,0
C2878281318386516428,0,0,0
C2878281318386516429,0,0,0
C28782813183865164210,0,0,0
C28782813183865164211,0,0,0
C28782813183865164212,0,0,0
C287828134594298840,0,0,0
C287828134594298841,0,0,0
C287828134594298842,0,0,0
C287828134594298843,0,0,0
C287828134594298844,0,0,0
C287828134594298845,0,0,0
C287828134594298846,0,0,0
C287828134594298847,0,0,0
C287828134594298848,0,0,0
C287828134594298849,0,0,0
C2878281345942988410,0,0,0
C2878281345942988411,0,0,0
C2878281345942988412,0,0,0
C2878281345942988413,0,0,0
C2878281345942988414,0,0,0
C287828133786481800,0,0,0
C287828133786481801,0,0,0
C287828133786481802,0,0,0
C287828133786481803,0,0,0
C287828133786481804,0,0,0
C287828133786481805,0,0,0
C287828133786481806,0,0,0
C287828133786481807,0,0,0
C287828133786481808,0,0,0
C287828133786481809,0,0,0
C2878281337864818010,0,0,0
C2878281337864818011,0,0,0
C2878281337864818012,0,0,0
C2878281337864818013,0,0,0
C2878281818352034930,0,0,0
C2878281818352034931,0,0,0
C2878281818352034932,0,0,0
C2878281818352034933,0,0,0
C28782818287828200,0,0,0
C28782818287828201,0,0,0
C28782818287828202,0,0,0
C28782818287828203,0,0,0
C28782818287828204,0,0,0
C28782820287828230,0,0,0
C28782820287828231,0,0,0
C28782820287828232,0,0,0
C28782820287828233,0,0,0
C28782820287828234,0,0,0
C28782820287828235,0,0,0
C28782820287828236,0,0,0
C28782820287828237,0,0,0
C28782820287828238,0,0,0
C28782820287828239,0,0,0
C287828202878282310,0,0,0
C287828202878282311,0,0,0
C228522826812342872250,0,0,0
C228522826812342872251,0,0,0
C228522826812342872252,0,0,0
C228522826812342872253,0,0,0
C2285228268281871450,0,0,0
C2285228268281871451,0,0,0
C2285228268281871452,0,0,0
C228522826812342872260,0,0,0
C228522826812342872261,0,0,0
C228522826812342872262,0,0,0
C228522826812342872263,0,0,0
C183865164216292315880,0,0,0
C183865164216292315881,0,0,0
C183865164216292315882,0,0,0
C123429304012342930460,0,0,0
C123429304012342930461,0,0,0
C123429304022789655820,0,0,0
C123429304012342930450,0,0,0
C123429304512342930460,0,0,0
