cellName,origCellName,destCellName,length,streamOrig,streamDest,boolean bi-directional
C39265813418516152103,C39265813418516152101,C39265813418516152102,1.0607,W,S,true
C39265813418516152105,C39265813418516152103,C39265813418516152104,1.0607,W,S,true
C39265813418516152107,C39265813418516152105,C39265813418516152106,1.0607,W,S,true
C39265813418516152109,C39265813418516152107,C39265813418516152108,1.0607,W,S,true
C392658134185161521011,C39265813418516152109,C392658134185161521010,1.0607,W,S,true
C392658134185161521013,C392658134185161521011,C392658134185161521012,1.0607,W,S,true
C392658134185161521015,C392658134185161521013,C392658134185161521014,1.0607,W,S,true
C392658134185161521017,C392658134185161521015,C392658134185161521016,1.0607,W,S,true
C392658134185161521019,C392658134185161521017,C392658134185161521018,1.0607,W,S,true
C392658134185161521021,C392658134185161521019,C392658134185161521020,1.0607,W,S,true
C392658134185161521023,C392658134185161521021,C392658134185161521022,1.0607,W,S,true
C392658134185161521025,C392658134185161521023,C392658134185161521024,1.0607,W,S,true
C392658134185161521027,C392658134185161521025,C392658134185161521026,1.0607,W,S,true
C392658134185161521029,C392658134185161521027,C392658134185161521028,1.0607,W,S,true
C392658134185161521031,C392658134185161521029,C392658134185161521030,1.0607,W,S,true
C392658134185161521033,C392658134185161521031,C392658134185161521032,1.0607,W,S,true
C392658134185161521035,C392658134185161521033,C392658134185161521034,1.0607,W,S,true
C392658134185161521037,C392658134185161521035,C392658134185161521036,1.0607,W,S,true
C392658134185161521039,C392658134185161521037,C392658134185161521038,1.0607,W,S,true
C392658134185161521041,C392658134185161521039,C392658134185161521040,1.0607,W,S,true
C392658134185161521043,C392658134185161521041,C392658134185161521042,1.0607,W,S,true
C392658134185161521045,C392658134185161521043,C392658134185161521044,1.0607,W,S,true
C392658134185161521047,C392658134185161521045,C392658134185161521046,1.0607,W,S,true
C392658134185161521049,C392658134185161521047,C392658134185161521048,1.0607,W,S,true
C392658134185161521051,C392658134185161521049,C392658134185161521050,1.0607,W,S,true
C392658134185161521053,C392658134185161521051,C392658134185161521052,1.0607,W,S,true
C392658134185161521055,C392658134185161521053,C392658134185161521054,1.0607,W,S,true
C392658134185161521057,C392658134185161521055,C392658134185161521056,1.0607,W,S,true
C392658134185161521059,C392658134185161521057,C392658134185161521058,1.0607,W,S,true
C392658134185161521061,C392658134185161521059,C392658134185161521060,1.0607,W,S,true
C392658134185161521063,C392658134185161521061,C392658134185161521062,1.0607,W,S,true
C392658134185161521065,C392658134185161521063,C392658134185161521064,1.0607,W,S,true
C392658134185161521067,C392658134185161521065,C392658134185161521066,1.0607,W,S,true
C392658134185161521069,C392658134185161521067,C392658134185161521068,1.0607,W,S,true
C392658134185161521071,C392658134185161521069,C392658134185161521070,1.0607,W,S,true
C392658134185161521073,C392658134185161521071,C392658134185161521072,1.0607,W,S,true
C392658134185161521075,C392658134185161521073,C392658134185161521074,1.0607,W,S,true
C392658134185161521077,C392658134185161521075,C392658134185161521076,1.0607,W,S,true
C392658134185161521079,C392658134185161521077,C392658134185161521078,1.0607,W,S,true
C392658134185161521081,C392658134185161521079,C392658134185161521080,1.0607,W,S,true
C392658134185161521083,C392658134185161521081,C392658134185161521082,1.0607,W,S,true
C392658134185161521085,C392658134185161521083,C392658134185161521084,1.0607,W,S,true
C392658134185161521087,C392658134185161521085,C392658134185161521086,1.0607,W,S,true
C392658134185161521089,C392658134185161521087,C392658134185161521088,1.0607,W,S,true
C392658134185161521091,C392658134185161521089,C392658134185161521090,1.0607,W,S,true
C392658134185161521093,C392658134185161521091,C392658134185161521092,1.0607,W,S,true
C392658134185161521095,C392658134185161521093,C392658134185161521094,1.0607,W,S,true
C392658134185161521097,C392658134185161521095,C392658134185161521096,1.0607,W,S,true
C392658134185161521099,C392658134185161521097,C392658134185161521098,1.0607,W,S,true
C3926581341851615210101,C392658134185161521099,C3926581341851615210100,1.0607,W,S,true
C3926581341851615210103,C3926581341851615210101,C3926581341851615210102,1.0607,W,S,true
C3926581341851615210105,C3926581341851615210103,C3926581341851615210104,1.0607,W,S,true
C3926581341851615210107,C3926581341851615210105,C3926581341851615210106,1.0607,W,S,true
C3926581341851615210109,C3926581341851615210107,C3926581341851615210108,1.0607,W,S,true
C3926581341851615210111,C3926581341851615210109,C3926581341851615210110,1.0607,W,S,true
C39265813418516152102,C39265813418516152100,C39265813418516152103,1.0607,W,N,true
C39265813418516152104,C39265813418516152102,C39265813418516152105,1.0607,W,N,true
C39265813418516152106,C39265813418516152104,C39265813418516152107,1.0607,W,N,true
C39265813418516152108,C39265813418516152106,C39265813418516152109,1.0607,W,N,true
C392658134185161521010,C39265813418516152108,C392658134185161521011,1.0607,W,N,true
C392658134185161521012,C392658134185161521010,C392658134185161521013,1.0607,W,N,true
C392658134185161521014,C392658134185161521012,C392658134185161521015,1.0607,W,N,true
C392658134185161521016,C392658134185161521014,C392658134185161521017,1.0607,W,N,true
C392658134185161521018,C392658134185161521016,C392658134185161521019,1.0607,W,N,true
C392658134185161521020,C392658134185161521018,C392658134185161521021,1.0607,W,N,true
C392658134185161521022,C392658134185161521020,C392658134185161521023,1.0607,W,N,true
C392658134185161521024,C392658134185161521022,C392658134185161521025,1.0607,W,N,true
C392658134185161521026,C392658134185161521024,C392658134185161521027,1.0607,W,N,true
C392658134185161521028,C392658134185161521026,C392658134185161521029,1.0607,W,N,true
C392658134185161521030,C392658134185161521028,C392658134185161521031,1.0607,W,N,true
C392658134185161521032,C392658134185161521030,C392658134185161521033,1.0607,W,N,true
C392658134185161521034,C392658134185161521032,C392658134185161521035,1.0607,W,N,true
C392658134185161521036,C392658134185161521034,C392658134185161521037,1.0607,W,N,true
C392658134185161521038,C392658134185161521036,C392658134185161521039,1.0607,W,N,true
C392658134185161521040,C392658134185161521038,C392658134185161521041,1.0607,W,N,true
C392658134185161521042,C392658134185161521040,C392658134185161521043,1.0607,W,N,true
C392658134185161521044,C392658134185161521042,C392658134185161521045,1.0607,W,N,true
C392658134185161521046,C392658134185161521044,C392658134185161521047,1.0607,W,N,true
C392658134185161521048,C392658134185161521046,C392658134185161521049,1.0607,W,N,true
C392658134185161521050,C392658134185161521048,C392658134185161521051,1.0607,W,N,true
C392658134185161521052,C392658134185161521050,C392658134185161521053,1.0607,W,N,true
C392658134185161521054,C392658134185161521052,C392658134185161521055,1.0607,W,N,true
C392658134185161521056,C392658134185161521054,C392658134185161521057,1.0607,W,N,true
C392658134185161521058,C392658134185161521056,C392658134185161521059,1.0607,W,N,true
C392658134185161521060,C392658134185161521058,C392658134185161521061,1.0607,W,N,true
C392658134185161521062,C392658134185161521060,C392658134185161521063,1.0607,W,N,true
C392658134185161521064,C392658134185161521062,C392658134185161521065,1.0607,W,N,true
C392658134185161521066,C392658134185161521064,C392658134185161521067,1.0607,W,N,true
C392658134185161521068,C392658134185161521066,C392658134185161521069,1.0607,W,N,true
C392658134185161521070,C392658134185161521068,C392658134185161521071,1.0607,W,N,true
C392658134185161521072,C392658134185161521070,C392658134185161521073,1.0607,W,N,true
C392658134185161521074,C392658134185161521072,C392658134185161521075,1.0607,W,N,true
C392658134185161521076,C392658134185161521074,C392658134185161521077,1.0607,W,N,true
C392658134185161521078,C392658134185161521076,C392658134185161521079,1.0607,W,N,true
C392658134185161521080,C392658134185161521078,C392658134185161521081,1.0607,W,N,true
C392658134185161521082,C392658134185161521080,C392658134185161521083,1.0607,W,N,true
C392658134185161521084,C392658134185161521082,C392658134185161521085,1.0607,W,N,true
C392658134185161521086,C392658134185161521084,C392658134185161521087,1.0607,W,N,true
C392658134185161521088,C392658134185161521086,C392658134185161521089,1.0607,W,N,true
C392658134185161521090,C392658134185161521088,C392658134185161521091,1.0607,W,N,true
C392658134185161521092,C392658134185161521090,C392658134185161521093,1.0607,W,N,true
C392658134185161521094,C392658134185161521092,C392658134185161521095,1.0607,W,N,true
C392658134185161521096,C392658134185161521094,C392658134185161521097,1.0607,W,N,true
C392658134185161521098,C392658134185161521096,C392658134185161521099,1.0607,W,N,true
C3926581341851615210100,C392658134185161521098,C3926581341851615210101,1.0607,W,N,true
C3926581341851615210102,C3926581341851615210100,C3926581341851615210103,1.0607,W,N,true
C3926581341851615210104,C3926581341851615210102,C3926581341851615210105,1.0607,W,N,true
C3926581341851615210106,C3926581341851615210104,C3926581341851615210107,1.0607,W,N,true
C3926581341851615210108,C3926581341851615210106,C3926581341851615210109,1.0607,W,N,true
C3926581341851615210110,C3926581341851615210108,C3926581341851615210111,1.0607,W,N,true
C39265813418516152101,C39265813418516152100,C39265813418516152102,1.0607,W,N,true
C39265813418516152103,C39265813418516152102,C39265813418516152104,1.0607,W,N,true
C39265813418516152105,C39265813418516152104,C39265813418516152106,1.0607,W,N,true
C39265813418516152107,C39265813418516152106,C39265813418516152108,1.0607,W,N,true
C39265813418516152109,C39265813418516152108,C392658134185161521010,1.0607,W,N,true
C392658134185161521011,C392658134185161521010,C392658134185161521012,1.0607,W,N,true
C392658134185161521013,C392658134185161521012,C392658134185161521014,1.0607,W,N,true
C392658134185161521015,C392658134185161521014,C392658134185161521016,1.0607,W,N,true
C392658134185161521017,C392658134185161521016,C392658134185161521018,1.0607,W,N,true
C392658134185161521019,C392658134185161521018,C392658134185161521020,1.0607,W,N,true
C392658134185161521021,C392658134185161521020,C392658134185161521022,1.0607,W,N,true
C392658134185161521023,C392658134185161521022,C392658134185161521024,1.0607,W,N,true
C392658134185161521025,C392658134185161521024,C392658134185161521026,1.0607,W,N,true
C392658134185161521027,C392658134185161521026,C392658134185161521028,1.0607,W,N,true
C392658134185161521029,C392658134185161521028,C392658134185161521030,1.0607,W,N,true
C392658134185161521031,C392658134185161521030,C392658134185161521032,1.0607,W,N,true
C392658134185161521033,C392658134185161521032,C392658134185161521034,1.0607,W,N,true
C392658134185161521035,C392658134185161521034,C392658134185161521036,1.0607,W,N,true
C392658134185161521037,C392658134185161521036,C392658134185161521038,1.0607,W,N,true
C392658134185161521039,C392658134185161521038,C392658134185161521040,1.0607,W,N,true
C392658134185161521041,C392658134185161521040,C392658134185161521042,1.0607,W,N,true
C392658134185161521043,C392658134185161521042,C392658134185161521044,1.0607,W,N,true
C392658134185161521045,C392658134185161521044,C392658134185161521046,1.0607,W,N,true
C392658134185161521047,C392658134185161521046,C392658134185161521048,1.0607,W,N,true
C392658134185161521049,C392658134185161521048,C392658134185161521050,1.0607,W,N,true
C392658134185161521051,C392658134185161521050,C392658134185161521052,1.0607,W,N,true
C392658134185161521053,C392658134185161521052,C392658134185161521054,1.0607,W,N,true
C392658134185161521055,C392658134185161521054,C392658134185161521056,1.0607,W,N,true
C392658134185161521057,C392658134185161521056,C392658134185161521058,1.0607,W,N,true
C392658134185161521059,C392658134185161521058,C392658134185161521060,1.0607,W,N,true
C392658134185161521061,C392658134185161521060,C392658134185161521062,1.0607,W,N,true
C392658134185161521063,C392658134185161521062,C392658134185161521064,1.0607,W,N,true
C392658134185161521065,C392658134185161521064,C392658134185161521066,1.0607,W,N,true
C392658134185161521067,C392658134185161521066,C392658134185161521068,1.0607,W,N,true
C392658134185161521069,C392658134185161521068,C392658134185161521070,1.0607,W,N,true
C392658134185161521071,C392658134185161521070,C392658134185161521072,1.0607,W,N,true
C392658134185161521073,C392658134185161521072,C392658134185161521074,1.0607,W,N,true
C392658134185161521075,C392658134185161521074,C392658134185161521076,1.0607,W,N,true
C392658134185161521077,C392658134185161521076,C392658134185161521078,1.0607,W,N,true
C392658134185161521079,C392658134185161521078,C392658134185161521080,1.0607,W,N,true
C392658134185161521081,C392658134185161521080,C392658134185161521082,1.0607,W,N,true
C392658134185161521083,C392658134185161521082,C392658134185161521084,1.0607,W,N,true
C392658134185161521085,C392658134185161521084,C392658134185161521086,1.0607,W,N,true
C392658134185161521087,C392658134185161521086,C392658134185161521088,1.0607,W,N,true
C392658134185161521089,C392658134185161521088,C392658134185161521090,1.0607,W,N,true
C392658134185161521091,C392658134185161521090,C392658134185161521092,1.0607,W,N,true
C392658134185161521093,C392658134185161521092,C392658134185161521094,1.0607,W,N,true
C392658134185161521095,C392658134185161521094,C392658134185161521096,1.0607,W,N,true
C392658134185161521097,C392658134185161521096,C392658134185161521098,1.0607,W,N,true
C392658134185161521099,C392658134185161521098,C3926581341851615210100,1.0607,W,N,true
C3926581341851615210101,C3926581341851615210100,C3926581341851615210102,1.0607,W,N,true
C3926581341851615210103,C3926581341851615210102,C3926581341851615210104,1.0607,W,N,true
C3926581341851615210105,C3926581341851615210104,C3926581341851615210106,1.0607,W,N,true
C3926581341851615210107,C3926581341851615210106,C3926581341851615210108,1.0607,W,N,true
C3926581341851615210109,C3926581341851615210108,C3926581341851615210110,1.0607,W,N,true
C39265813418516152100,C39265813418516152101,C39265813418516152103,1.0607,W,S,true
C39265813418516152102,C39265813418516152103,C39265813418516152105,1.0607,W,S,true
C39265813418516152104,C39265813418516152105,C39265813418516152107,1.0607,W,S,true
C39265813418516152106,C39265813418516152107,C39265813418516152109,1.0607,W,S,true
C39265813418516152108,C39265813418516152109,C392658134185161521011,1.0607,W,S,true
C392658134185161521010,C392658134185161521011,C392658134185161521013,1.0607,W,S,true
C392658134185161521012,C392658134185161521013,C392658134185161521015,1.0607,W,S,true
C392658134185161521014,C392658134185161521015,C392658134185161521017,1.0607,W,S,true
C392658134185161521016,C392658134185161521017,C392658134185161521019,1.0607,W,S,true
C392658134185161521018,C392658134185161521019,C392658134185161521021,1.0607,W,S,true
C392658134185161521020,C392658134185161521021,C392658134185161521023,1.0607,W,S,true
C392658134185161521022,C392658134185161521023,C392658134185161521025,1.0607,W,S,true
C392658134185161521024,C392658134185161521025,C392658134185161521027,1.0607,W,S,true
C392658134185161521026,C392658134185161521027,C392658134185161521029,1.0607,W,S,true
C392658134185161521028,C392658134185161521029,C392658134185161521031,1.0607,W,S,true
C392658134185161521030,C392658134185161521031,C392658134185161521033,1.0607,W,S,true
C392658134185161521032,C392658134185161521033,C392658134185161521035,1.0607,W,S,true
C392658134185161521034,C392658134185161521035,C392658134185161521037,1.0607,W,S,true
C392658134185161521036,C392658134185161521037,C392658134185161521039,1.0607,W,S,true
C392658134185161521038,C392658134185161521039,C392658134185161521041,1.0607,W,S,true
C392658134185161521040,C392658134185161521041,C392658134185161521043,1.0607,W,S,true
C392658134185161521042,C392658134185161521043,C392658134185161521045,1.0607,W,S,true
C392658134185161521044,C392658134185161521045,C392658134185161521047,1.0607,W,S,true
C392658134185161521046,C392658134185161521047,C392658134185161521049,1.0607,W,S,true
C392658134185161521048,C392658134185161521049,C392658134185161521051,1.0607,W,S,true
C392658134185161521050,C392658134185161521051,C392658134185161521053,1.0607,W,S,true
C392658134185161521052,C392658134185161521053,C392658134185161521055,1.0607,W,S,true
C392658134185161521054,C392658134185161521055,C392658134185161521057,1.0607,W,S,true
C392658134185161521056,C392658134185161521057,C392658134185161521059,1.0607,W,S,true
C392658134185161521058,C392658134185161521059,C392658134185161521061,1.0607,W,S,true
C392658134185161521060,C392658134185161521061,C392658134185161521063,1.0607,W,S,true
C392658134185161521062,C392658134185161521063,C392658134185161521065,1.0607,W,S,true
C392658134185161521064,C392658134185161521065,C392658134185161521067,1.0607,W,S,true
C392658134185161521066,C392658134185161521067,C392658134185161521069,1.0607,W,S,true
C392658134185161521068,C392658134185161521069,C392658134185161521071,1.0607,W,S,true
C392658134185161521070,C392658134185161521071,C392658134185161521073,1.0607,W,S,true
C392658134185161521072,C392658134185161521073,C392658134185161521075,1.0607,W,S,true
C392658134185161521074,C392658134185161521075,C392658134185161521077,1.0607,W,S,true
C392658134185161521076,C392658134185161521077,C392658134185161521079,1.0607,W,S,true
C392658134185161521078,C392658134185161521079,C392658134185161521081,1.0607,W,S,true
C392658134185161521080,C392658134185161521081,C392658134185161521083,1.0607,W,S,true
C392658134185161521082,C392658134185161521083,C392658134185161521085,1.0607,W,S,true
C392658134185161521084,C392658134185161521085,C392658134185161521087,1.0607,W,S,true
C392658134185161521086,C392658134185161521087,C392658134185161521089,1.0607,W,S,true
C392658134185161521088,C392658134185161521089,C392658134185161521091,1.0607,W,S,true
C392658134185161521090,C392658134185161521091,C392658134185161521093,1.0607,W,S,true
C392658134185161521092,C392658134185161521093,C392658134185161521095,1.0607,W,S,true
C392658134185161521094,C392658134185161521095,C392658134185161521097,1.0607,W,S,true
C392658134185161521096,C392658134185161521097,C392658134185161521099,1.0607,W,S,true
C392658134185161521098,C392658134185161521099,C3926581341851615210101,1.0607,W,S,true
C3926581341851615210100,C3926581341851615210101,C3926581341851615210103,1.0607,W,S,true
C3926581341851615210102,C3926581341851615210103,C3926581341851615210105,1.0607,W,S,true
C3926581341851615210104,C3926581341851615210105,C3926581341851615210107,1.0607,W,S,true
C3926581341851615210106,C3926581341851615210107,C3926581341851615210109,1.0607,W,S,true
C3926581341851615210108,C3926581341851615210109,C3926581341851615210111,1.0607,W,S,true
C3926581343055430482,C3926581343055430480,C3926581343055430484,1.5,W,E,true
C3926581343055430483,C3926581343055430481,C3926581343055430485,1.5,W,E,true
C3926581343055430484,C3926581343055430482,C3926581343055430486,1.5,W,E,true
C3926581343055430485,C3926581343055430483,C3926581343055430487,1.5,W,E,true
C3926581343055430486,C3926581343055430484,C3926581343055430488,1.5,W,E,true
C3926581343055430487,C3926581343055430485,C3926581343055430489,1.5,W,E,true
C3926581343055430488,C3926581343055430486,C39265813430554304810,1.5,W,E,true
C3926581343055430489,C3926581343055430487,C39265813430554304811,1.5,W,E,true
C39265813430554304810,C3926581343055430488,C39265813430554304812,1.5,W,E,true
C39265813430554304811,C3926581343055430489,C39265813430554304813,1.5,W,E,true
C3926581343055430483,C3926581343055430481,C3926581343055430482,1.0607,W,S,true
C3926581343055430485,C3926581343055430483,C3926581343055430484,1.0607,W,S,true
C3926581343055430487,C3926581343055430485,C3926581343055430486,1.0607,W,S,true
C3926581343055430489,C3926581343055430487,C3926581343055430488,1.0607,W,S,true
C39265813430554304811,C3926581343055430489,C39265813430554304810,1.0607,W,S,true
C39265813430554304813,C39265813430554304811,C39265813430554304812,1.0607,W,S,true
C3926581343055430482,C3926581343055430480,C3926581343055430483,1.0607,W,N,true
C3926581343055430484,C3926581343055430482,C3926581343055430485,1.0607,W,N,true
C3926581343055430486,C3926581343055430484,C3926581343055430487,1.0607,W,N,true
C3926581343055430488,C3926581343055430486,C3926581343055430489,1.0607,W,N,true
C39265813430554304810,C3926581343055430488,C39265813430554304811,1.0607,W,N,true
C39265813430554304812,C39265813430554304810,C39265813430554304813,1.0607,W,N,true
C3926581343055430481,C3926581343055430480,C3926581343055430482,1.0607,W,N,true
C3926581343055430483,C3926581343055430482,C3926581343055430484,1.0607,W,N,true
C3926581343055430485,C3926581343055430484,C3926581343055430486,1.0607,W,N,true
C3926581343055430487,C3926581343055430486,C3926581343055430488,1.0607,W,N,true
C3926581343055430489,C3926581343055430488,C39265813430554304810,1.0607,W,N,true
C39265813430554304811,C39265813430554304810,C39265813430554304812,1.0607,W,N,true
C3926581343055430480,C3926581343055430481,C3926581343055430483,1.0607,W,S,true
C3926581343055430482,C3926581343055430483,C3926581343055430485,1.0607,W,S,true
C3926581343055430484,C3926581343055430485,C3926581343055430487,1.0607,W,S,true
C3926581343055430486,C3926581343055430487,C3926581343055430489,1.0607,W,S,true
C3926581343055430488,C3926581343055430489,C39265813430554304811,1.0607,W,S,true
C39265813430554304810,C39265813430554304811,C39265813430554304813,1.0607,W,S,true
C3926581341851615210111,C3926581341851615210109,C3926581343055430481,1.5,W,E,true
C3926581341851615210110,C3926581341851615210108,C3926581343055430480,1.5,W,E,true
C3926581343055430480,C3926581341851615210110,C3926581343055430481,1.0607,W,N,true
C3926581343055430481,C3926581341851615210111,C3926581343055430480,1.0607,W,S,true
