cellName,startTime,endTime,percentage
C39265813418516152100,0,0,0
C39265813418516152101,0,0,0
C39265813418516152102,0,0,0
C39265813418516152103,0,0,0
C39265813418516152104,0,0,0
C39265813418516152105,0,0,0
C39265813418516152106,0,0,0
C39265813418516152107,0,0,0
C39265813418516152108,0,0,0
C39265813418516152109,0,0,0
C392658134185161521010,0,0,0
C392658134185161521011,0,0,0
C392658134185161521012,0,0,0
C392658134185161521013,0,0,0
C392658134185161521014,0,0,0
C392658134185161521015,0,0,0
C392658134185161521016,0,0,0
C392658134185161521017,0,0,0
C392658134185161521018,0,0,0
C392658134185161521019,0,0,0
C392658134185161521020,0,0,0
C392658134185161521021,0,0,0
C392658134185161521022,0,0,0
C392658134185161521023,0,0,0
C392658134185161521024,0,0,0
C392658134185161521025,0,0,0
C392658134185161521026,0,0,0
C392658134185161521027,0,0,0
C392658134185161521028,0,0,0
C392658134185161521029,0,0,0
C392658134185161521030,0,0,0
C392658134185161521031,0,0,0
C392658134185161521032,0,0,0
C392658134185161521033,0,0,0
C392658134185161521034,0,0,0
C392658134185161521035,0,0,0
C392658134185161521036,0,0,0
C392658134185161521037,0,0,0
C392658134185161521038,0,0,0
C392658134185161521039,0,0,0
C392658134185161521040,0,0,0
C392658134185161521041,0,0,0
C392658134185161521042,0,0,0
C392658134185161521043,0,0,0
C392658134185161521044,0,0,0
C392658134185161521045,0,0,0
C392658134185161521046,0,0,0
C392658134185161521047,0,0,0
C392658134185161521048,0,0,0
C392658134185161521049,0,0,0
C392658134185161521050,0,0,0
C392658134185161521051,0,0,0
C392658134185161521052,0,0,0
C392658134185161521053,0,0,0
C392658134185161521054,0,0,0
C392658134185161521055,0,0,0
C392658134185161521056,0,0,0
C392658134185161521057,0,0,0
C392658134185161521058,0,0,0
C392658134185161521059,0,0,0
C392658134185161521060,0,0,0
C392658134185161521061,0,0,0
C392658134185161521062,0,0,0
C392658134185161521063,0,0,0
C392658134185161521064,0,0,0
C392658134185161521065,0,0,0
C392658134185161521066,0,0,0
C392658134185161521067,0,0,0
C392658134185161521068,0,0,0
C392658134185161521069,0,0,0
C392658134185161521070,0,0,0
C392658134185161521071,0,0,0
C392658134185161521072,0,0,0
C392658134185161521073,0,0,0
C392658134185161521074,0,0,0
C392658134185161521075,0,0,0
C392658134185161521076,0,0,0
C392658134185161521077,0,0,0
C392658134185161521078,0,0,0
C392658134185161521079,0,0,0
C392658134185161521080,0,0,0
C392658134185161521081,0,0,0
C392658134185161521082,0,0,0
C392658134185161521083,0,0,0
C392658134185161521084,0,0,0
C392658134185161521085,0,0,0
C392658134185161521086,0,0,0
C392658134185161521087,0,0,0
C392658134185161521088,0,0,0
C392658134185161521089,0,0,0
C392658134185161521090,0,0,0
C392658134185161521091,0,0,0
C392658134185161521092,0,0,0
C392658134185161521093,0,0,0
C392658134185161521094,0,0,0
C392658134185161521095,0,0,0
C392658134185161521096,0,0,0
C392658134185161521097,0,0,0
C392658134185161521098,0,0,0
C392658134185161521099,0,0,0
C3926581341851615210100,0,0,0
C3926581341851615210101,0,0,0
C3926581341851615210102,0,0,0
C3926581341851615210103,0,0,0
C3926581341851615210104,0,0,0
C3926581341851615210105,0,0,0
C3926581341851615210106,0,0,0
C3926581341851615210107,0,0,0
C3926581341851615210108,0,0,0
C3926581341851615210109,0,0,0
C3926581341851615210110,0,0,0
C3926581341851615210111,0,0,0
C3926581343055430480,0,0,0
C3926581343055430481,0,0,0
C3926581343055430482,0,0,0
C3926581343055430483,0,0,0
C3926581343055430484,0,0,0
C3926581343055430485,0,0,0
C3926581343055430486,0,0,0
C3926581343055430487,0,0,0
C3926581343055430488,0,0,0
C3926581343055430489,0,0,0
C39265813430554304810,0,0,0
C39265813430554304811,0,0,0
C39265813430554304812,0,0,0
C39265813430554304813,0,0,0
