cellName,origCellName,destCellName,length,streamOrig,streamDest,boolean bi-directional
C185940136318594013842,C185940136318594013840,C185940136318594013844,1.5,W,E,true
C185940136318594013843,C185940136318594013841,C185940136318594013845,1.5,W,E,true
C185940136318594013844,C185940136318594013842,C185940136318594013846,1.5,W,E,true
C185940136318594013845,C185940136318594013843,C185940136318594013847,1.5,W,E,true
C185940136318594013846,C185940136318594013844,C185940136318594013848,1.5,W,E,true
C185940136318594013847,C185940136318594013845,C185940136318594013849,1.5,W,E,true
C185940136318594013843,C185940136318594013841,C185940136318594013842,1.0607,W,S,true
C185940136318594013845,C185940136318594013843,C185940136318594013844,1.0607,W,S,true
C185940136318594013847,C185940136318594013845,C185940136318594013846,1.0607,W,S,true
C185940136318594013849,C185940136318594013847,C185940136318594013848,1.0607,W,S,true
C185940136318594013842,C185940136318594013840,C185940136318594013843,1.0607,W,N,true
C185940136318594013844,C185940136318594013842,C185940136318594013845,1.0607,W,N,true
C185940136318594013846,C185940136318594013844,C185940136318594013847,1.0607,W,N,true
C185940136318594013848,C185940136318594013846,C185940136318594013849,1.0607,W,N,true
C185940136318594013841,C185940136318594013840,C185940136318594013842,1.0607,W,N,true
C185940136318594013843,C185940136318594013842,C185940136318594013844,1.0607,W,N,true
C185940136318594013845,C185940136318594013844,C185940136318594013846,1.0607,W,N,true
C185940136318594013847,C185940136318594013846,C185940136318594013848,1.0607,W,N,true
C185940136318594013840,C185940136318594013841,C185940136318594013843,1.0607,W,S,true
C185940136318594013842,C185940136318594013843,C185940136318594013845,1.0607,W,S,true
C185940136318594013844,C185940136318594013845,C185940136318594013847,1.0607,W,S,true
C185940136318594013846,C185940136318594013847,C185940136318594013849,1.0607,W,S,true
C185940136318594013712,C185940136318594013710,C185940136318594013714,1.5,W,E,true
C185940136318594013713,C185940136318594013711,C185940136318594013715,1.5,W,E,true
C185940136318594013714,C185940136318594013712,C185940136318594013716,1.5,W,E,true
C185940136318594013715,C185940136318594013713,C185940136318594013717,1.5,W,E,true
C185940136318594013716,C185940136318594013714,C185940136318594013718,1.5,W,E,true
C185940136318594013717,C185940136318594013715,C185940136318594013719,1.5,W,E,true
C185940136318594013713,C185940136318594013711,C185940136318594013712,1.0607,W,S,true
C185940136318594013715,C185940136318594013713,C185940136318594013714,1.0607,W,S,true
C185940136318594013717,C185940136318594013715,C185940136318594013716,1.0607,W,S,true
C185940136318594013719,C185940136318594013717,C185940136318594013718,1.0607,W,S,true
C185940136318594013712,C185940136318594013710,C185940136318594013713,1.0607,W,N,true
C185940136318594013714,C185940136318594013712,C185940136318594013715,1.0607,W,N,true
C185940136318594013716,C185940136318594013714,C185940136318594013717,1.0607,W,N,true
C185940136318594013718,C185940136318594013716,C185940136318594013719,1.0607,W,N,true
C185940136318594013711,C185940136318594013710,C185940136318594013712,1.0607,W,N,true
C185940136318594013713,C185940136318594013712,C185940136318594013714,1.0607,W,N,true
C185940136318594013715,C185940136318594013714,C185940136318594013716,1.0607,W,N,true
C185940136318594013717,C185940136318594013716,C185940136318594013718,1.0607,W,N,true
C185940136318594013710,C185940136318594013711,C185940136318594013713,1.0607,W,S,true
C185940136318594013712,C185940136318594013713,C185940136318594013715,1.0607,W,S,true
C185940136318594013714,C185940136318594013715,C185940136318594013717,1.0607,W,S,true
C185940136318594013716,C185940136318594013717,C185940136318594013719,1.0607,W,S,true
C185940136318594013849,C185940136318594013847,C185940136318594013711,1.5,W,E,true
C185940136318594013848,C185940136318594013846,C185940136318594013710,1.5,W,E,true
C185940136318594013710,C185940136318594013848,C185940136318594013711,1.0607,W,N,true
C185940136318594013711,C185940136318594013849,C185940136318594013710,1.0607,W,S,true
C185940136318594013848,C185940136318594013849,C185940136318594013710,1.0607,N,E,true
C185940136318594013849,C185940136318594013848,C185940136318594013711,1.0607,S,E,true
